,Name,Park,Location,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force,Layout,Manufacturer
2621,Jungle Flying Squirrel,People's Park,"Donghu, Nanchang, Jiangxi, China",Defunct,,,,,,,Jungle Mouse,Guangdong Zhongshan Kangle Entertainment Co. Ltd
2622,Family Coaster,Andretti Thrill Park,"Melbourne, Florida, United States",Operating,,,14.0,,190.0,,Figure Eight,SBF Visa Group
2623,Jozi Express,Gold Reef City,"Johannesburg, Gauteng, South Africa",Operating,,42.3,78.8,,2303.2,,,Zierer
2624,Flying Dinosaur,Universal Studios Japan,"Konohana, Osaka, Osaka, Japan",Operating,5.0,62.0,150.9,124.0,3687.6,,,Bolliger & Mabillard
2625,Orient Express,Blue Diamond Park,"New Castle, Delaware, United States",Defunct,,,,,,,Oval,Wisdom Rides
2626,Camelback Jetcoaster,Himeji Central Park,"Himeji, Hyōgo, Japan",Operating,,40.4,,,3536.8,,,Meisho Amusement Machines
2627,Dağ Kızağı,Göksu Park,"Etimesgut, Ankara, Turkey",Operating,,,,,1837.3,,,Wiegand
2628,Boomerang,Gero land,"Cairo, Cairo, Egypt",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
2629,Mini Caterpillar,Leningradskiy Zoopark,"Saint Petersburg, Saint Petersburg, Russia",Operating,,,,,,,Oval,Golden Horse
2630,Flight of the Phoenix,Harborland,"Beilun, Ningbo, Zhejiang, China",Defunct,8.0,49.7,101.7,,2723.1,,,Intamin Amusement Rides
2631,Sea Viper,Sea World,"Surfers Paradise, Queensland, Australia",Defunct,3.0,43.5,91.8,,1968.5,,,Arrow Dynamics
2632,Boomerang,Wiener Prater,"Vienna, Vienna, Austria",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
2633,Mad Mouse,Old Indiana Fun-n-Water Park,"Thorntown, Indiana, United States",Defunct,,,,,,,Wild Mouse,
2634,Wilde Maus,Europark,"Vias, Occitanie, France",Defunct,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
2635,Valkyria,Liseberg,"Gothenburg, Västra Götaland, Sweden",Operating,3.0,65.2,154.2,164.0,2296.6,,,Bolliger & Mabillard
2636,Extreme Rusher,Happy Valley,"Chaoyang, Beijing, China",Operating,,83.0,170.6,196.8,2788.8,,,S&S Sansei Technologies
2637,Truck Race,VulQano Park,"Quito, Pichincha, Ecuador",Operating,,,,,,,Oval,SBF Visa Group
2638,Mr. Freeze Reverse Blast,Six Flags Over Texas,"Arlington, Texas, United States",Operating,1.0,70.0,218.0,,1300.0,,,Premier Rides
2639,Kids Coaster,Izu Granpal Park,"Ito, Shizuoka, Japan",Operating,,,,,,,Big Apple / Wacky Worm,
2640,Selva del Raton,Parque Bicentenario,"Santa Rosa Jaureguí, Querétaro, Mexico",Operating,,,,,,,Jungle Mouse,Beijing Shibaolai Amusement Equipment
2641,Dinosaur Jungle,Al-Sha'ab Leisure Park,"Salmiya, Hawalli, Kuwait",SBNO,,,,,,,,CAM Baby Kart
2642,Space Vehicle,Fantawild Adventure,"Jinghu, Wuhu, Anhui, China",Operating,,,,,,,,Golden Horse
2643,Spinning Coaster,Hunan Martyr's Park,"Kaifu, Changsha, Hunan, China",Defunct,,,,,,,Wild Mouse,Golden Horse
2644,Yankee Cannonball,Canobie Lake Park,"Salem, New Hampshire, United States",Operating,,35.0,63.5,,2000.0,,,"Philadelphia Toboggan Coasters, Inc."
2645,Bocasse Express,Parc du Bocasse,"Bocasse, Normandy, France",Defunct,,,,,,,,Soquet
2646,Uzaya Yolculuk,Wonderland Eurasia,"Ankara, Ankara, Turkey",Under Construction,,,,,,,,Beijing Shibaolai Amusement Equipment
2647,Twist and Shout,Loudoun Castle,"Galston, East Ayrshire, Scotland, United Kingdom",Defunct,1.0,41.0,60.0,,1817.0,,,Schwarzkopf
2648,U-shaped Roller Coaster,Victory Kingdom,"Wuqing, Tianjin, China",SBNO,,62.1,187.0,,580.8,,,Intamin Amusement Rides
2649,Raik,Phantasialand,"Brühl, North Rhine-Westphalia, Germany",Operating,,38.5,82.0,,689.0,,,Vekoma
2650,Quicksilver Express,Gilroy Gardens Family Theme Park,"Gilroy, California, United States",Operating,,32.0,38.0,,2139.0,,Terrain,Morgan
2651,Jumbo Jet,Canadian National Exhibition,"Toronto, Ontario, Canada",Defunct,,,,,,,,Schwarzkopf
2652,Sliding Dragon,Chang Feng Park,"Putuo, Shanghai, China",Operating,,,,,,,Twin Helix,Shanghai Qingpu
2653,Jungle Mouse,Langfang Children's Paradise,"Langfang, Hebei, China",SBNO,,,,,,,Jungle Mouse,
2654,Fruit Worm Coaster,Zhengzhou Zoo,"Jinshui, Zhengzhou, Henan, China",Operating,,,,,,,,"Zhongshan Playground Equipment Engineering Co., Ltd."
2655,Jule Expressen,Tivoli Gardens,"Copenhagen, Sjælland, Denmark",Defunct,,,,,229.7,,,Technical Park
2656,Kirintaiyo-kun,AniPa,"Akita, Akita, Japan",Operating,,18.6,24.9,,518.3,,,"Hoei Sangyo Co., Ltd."
2657,Family Roller Coaster,Loca Joy Holiday Theme Park,"Yongchuan, Chongqing, China",Operating,,,,,,,,Golden Horse
2658,Dragon Coaster,Symonds Yat Leisure Park,"Ross on Wye, Herefordshire, England, United Kingdom",Defunct,,,,,,,Twin Helix,Zamperla
2659,Crazy Roller Coaster,Quanlin Resort,"Zhongshan, Guangdong, China",Operating,1.0,31.7,,,1049.8,,,Chang Long
2660,Auto BergBahn,Wiener Prater,"Vienna, Vienna, Austria",Operating,,,,,,,,
2661,Boomerang,Parque de la Costa,"Tigre, Buenos Aires, Argentina",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
2662,Jungle Trailblazer,Oriental Heritage,"Cixi, Ningbo, Zhejiang, China",Operating,1.0,55.2,106.0,104.0,3264.4,,,Martin & Vleminckx
2663,Orient Express,O.D. Pavilion Amusement Park,"North Myrtle Beach, South Carolina, United States",Defunct,,,,,,,,Wisdom Rides
2664,Kanonen,Liseberg,"Gothenburg, Västra Götaland, Sweden",Defunct,2.0,46.6,78.7,,1443.5,,,Intamin Amusement Rides
2665,Corkscrew,Nagashima Spa Land,"Nagashima, Kuwana, Mie, Japan",Operating,2.0,,,,1279.5,,,Arrow Dynamics
2666,Silber Mine,Gorky Park,"Moscow, Moscow, Russia",Defunct,,49.7,82.0,,1640.4,,,S.D.C.
2667,Buffalo Bill Coaster,Sunway Lagoon,"Subang Jaya, Selangor, Malaysia",Defunct,,,,,,,,Zamperla
2668,Serpent,Six Flags AstroWorld,"Houston, Texas, United States",Defunct,,14.0,,,810.0,,,Arrow Dynamics
2669,Barnstormer,Walt Disney World - Magic Kingdom,"Lake Buena Vista, Florida, United States",Operating,,25.0,30.0,,,,,Vekoma
2670,Spinning Coster,Natural World Amusement Park,"Yangon, Yangon, Myanmar",Operating,,,,,,,Wild Mouse,Yaqiao Machine
2671,Monster,Adventureland,"Altoona, Iowa, United States",Operating,5.0,65.0,133.0,,2500.0,,,Gerstlauer Amusement Rides GmbH
2672,Superman - Ultimate Flight,Six Flags Over Georgia,"Austell, Georgia, United States",Operating,2.0,51.0,106.0,100.0,2759.0,,,Bolliger & Mabillard
2673,Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,"San Antonio, Texas, United States",Operating,,44.0,61.0,,2600.0,,,Intamin Amusement Rides
2674,Momonga Standing and Loop Coaster,Yomiuriland,"Inagi, Tokyo, Japan",Operating,1.0,,82.0,,,,,Togo
2675,Grand 8 TGV,Florida Parc,"Brochon, Bourgogne-Franche-Comté, France",Defunct,,,,,656.2,,,Soquet
2676,Dueling Dragons,Guangzhou Sunac Land,"Huadu, Guangzhou, Guangdong, China",Operating,,,183.7,,2723.1,,,Intamin Amusement Rides
2677,Ukko,Linnanmäki,"Helsinki, Uusimaa, Finland",Operating,2.0,65.3,151.6,,492.2,5.0,,Maurer Rides GmbH
2678,Car Slide On Rail,Kim Dong Park,"Huế, Thừa Thiên-Huế, Vietnam",Defunct,,,,,,,Single Helix (left),
2679,Riddler's Revenge,Six Flags Magic Mountain,"Valencia, California, United States",Operating,6.0,65.0,156.0,146.0,4370.0,4.2,,Bolliger & Mabillard
2680,Miner Mike,Zuma Fun Center,"Houston, Texas, United States",Defunct,,,,,,,Oval,Wisdom Rides
2681,Jungle Trailblazer,Oriental Heritage,"Huaiyin, Jinan, Shandong, China",Operating,1.0,55.2,106.0,104.0,3264.4,,,Martin & Vleminckx
2682,Crazy Mine,Hansa Park,"Sierksdorf, Schleswig-Holstein, Germany",Operating,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
2683,Space Vehicle,Fantawild Adventure,"Jinghu, Wuhu, Anhui, China",Operating,,,,,,,,Golden Horse
2684,Roller Coaster,Elf Amusement Park,"Tianqiao, Jinan, Shandong, China",Operating,,26.7,55.8,,1246.8,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
2685,Wabash Cannonball,Opryland USA,"Nashville, Tennessee, United States",Defunct,2.0,50.0,70.0,,1200.0,,,Arrow Dynamics
2686,Avalancha,Xetulul,"San Martín Zapotitlán, Retalhuleu, Guatemala",Operating,8.0,54.7,,,,,,Intamin Amusement Rides
2687,Girdap Sörfçüler,Wonderland Eurasia,"Ankara, Ankara, Turkey",Under Construction,1.0,,,,,,,Interpark
2688,Hurricane,Adventureland,"Farmingdale, New York, United States",Defunct,,35.0,59.0,,1427.0,,,S.D.C.
2689,Outer Space Flying Car,Cujin Park,"Wuhou, Chengdu, Sichuan, China",Operating,,,,,,,Single Helix (left),Golden Horse
2690,Cannon Ball,Lake Winnepesaukah,"Rossville, Georgia, United States",Operating,,50.0,70.0,70.0,2272.0,,Out and Back,"Philadelphia Toboggan Coasters, Inc."
2691,Galaxi,Indiana Beach,"Monticello, Indiana, United States",Defunct,,,,,,,Zyklon / Galaxi,S.D.C.
2692,Mine Train,Leolandia,"Capriate San Gervasio, Lombardy, Italy",Operating,,,,,,,,Zamperla
2693,Merlin's Revenge,Castle Amusement Park,"Riverside, California, United States",Operating,,21.7,27.9,,679.2,,,Vekoma
2694,TGV des Étoiles,Touroparc,"Romanèche-Thorins, Bourgogne-Franche-Comté, France",Defunct,,,,,,,,Soquet
2695,Jungle Coaster,Fun World,"Batam, Riau Islands, Indonesia",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
2696,Zonga,Six Flags Discovery Kingdom,"Vallejo, California, United States",Defunct,4.0,54.0,115.0,98.0,3675.0,,,Schwarzkopf
2697,Hello Kitty Angel Coaster,Harmonyland,"Hiji, Hayami, Ōita, Japan",Operating,,,,,,,,Zamperla
2698,Roller Coaster,Children's Cultural Houses,"Hải Châu, Đà Nẵng, Vietnam",Operating,,,,,,,Single Helix (left),Sấu Con
2699,Dragon,Bowcraft Playland,"Scotch Plains, New Jersey, United States",Defunct,,,,,,,Twin Helix,Wisdom Rides
2700,Blue Water,Happy Magic Mountain,"Jiulongpo, Chongqing, China",SBNO,,,,,,,,
2701,Crazy Mouse,South Pier,"Blackpool, Lancashire, England, United Kingdom",Defunct,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
2702,Familienachterbahn,Schloß Beck Freizeitpark,"Bottrop, North Rhine-Westphalia, Germany",Operating,,19.9,19.7,,652.9,,,Zierer
2703,Rampage,Big Sheep,"Bideford, Devon, England, United Kingdom",Operating,,26.8,48.3,,1194.3,,,Zierer
2704,Orient Express,O.D. Pavilion Amusement Park,"North Myrtle Beach, South Carolina, United States",Defunct,,,,,,,,Wisdom Rides
2705,Butterfly,Kinderparadies Sedel,"Herisau, Appenzell Ausserrhoden, Switzerland",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
2706,Tuli-Tulá,Park do Gorilão,"Ribeirão Preto, São Paulo, Brazil",Operating,,,,,,,Big Apple / Wacky Worm,
2707,Time Machine,Freestyle Music Park,"Myrtle Beach, South Carolina, United States",Defunct,6.0,65.0,150.0,,3738.0,,,Bolliger & Mabillard
2708,Dragon King,Hokkaido Greenland,"Iwamizawa, Hokkaido, Japan",Operating,3.0,,,,,,,"Senyo Kogyo Co., Ltd."
2709,Natur-Bobbahn,Kienbergpark,"Berlin, Berlin, Germany",Operating,,24.9,,,2624.7,,,Stahl-Hacksteiner-Metall GmbH
2710,Toboggan,Conneaut Lake Park,"Conneaut Lake, Pennsylvania, United States",In Storage,,,45.0,,450.0,,,Chance Rides
2711,Great Chase,Six Flags America,"Upper Marlboro, Maryland, United States",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
2712,Souris Aventure,Royaume des enfants,"Neuville-sur-Oise, Île-de-France, France",Operating,,,,,,,Big Apple / Wacky Worm,
2713,Villain,Geauga Lake & Wildwater Kingdom,"Aurora, Ohio, United States",Defunct,,59.0,108.0,,3980.0,,,"Custom Coasters International, Inc."
2714,Cyclone,Luna Park,"Brooklyn, New York, United States",Operating,,60.0,85.0,,2850.3,,Cyclone,
2715,Space Salamander,Expoland,"Suita, Osaka, Japan",Defunct,3.0,43.5,75.8,,1601.1,,,Arrow Dynamics
2716,Rocket,Ocean View Amusement Park,"Norfolk, Virginia, United States",Defunct,,,,,,,,
2717,Swamp Thing,Wild Adventures,"Valdosta, Georgia, United States",Operating,,26.0,48.6,,1122.1,2.2,,Vekoma
2718,Wildcat,Lake Compounce,"Bristol, Connecticut, United States",Operating,,48.0,85.0,78.0,2746.0,,,"Philadelphia Toboggan Coasters, Inc."
2719,Steel Venom,Valleyfair!,"Shakopee, Minnesota, United States",Operating,,68.0,185.0,175.0,630.0,,U Shuttle,Intamin Amusement Rides
2720,Dağ Kızağı,Park Orman,"Antalya, Antalya, Turkey",Operating,,,,,1771.7,,,Wiegand
2721,Millennium Force,Cedar Point,"Sandusky, Ohio, United States",Operating,,93.0,310.0,300.0,6595.0,,,Intamin Amusement Rides
2722,Behemoth,Canada's Wonderland,"Vaughan, Ontario, Canada",Operating,,77.0,230.0,,5318.0,,,Bolliger & Mabillard
2723,Sega Lightning Knight,Sega Joypolis,"Shinan, Qingdao, Shandong, China",Operating,,,,,,,,Golden Horse
2724,Wild Mouse,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Defunct,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
2725,Flying Car,Century Park,"Pudong, Shanghai, China",Operating,,,,,,,,Golden Horse
2726,Go Gator,Noah's Ark,"Wisconsin Dells, Wisconsin, United States",Defunct,,,,,,,,Wisdom Rides
2727,Der Flitzer,Adventureland,"Altoona, Iowa, United States",Defunct,,,,,,,,Zierer
2728,Light Speed,Visionland,"Yufeng, Liuzhou, Guangxi, China",Operating,,52.8,101.8,98.4,2477.0,,,Intamin Amusement Rides
2729,Gliding Dragon,Children Park,"Harbin, Heilongjiang, China",Defunct,,,,,,,Twin Helix,Chang Long
2730,Car Slide On Rail,Kim Dong Park,"Huế, Thừa Thiên-Huế, Vietnam",Defunct,,,,,,,Single Helix (left),
2731,Giant Dipper,Belmont Park,"San Diego, California, United States",Operating,,55.0,73.0,,2600.0,,,
2732,Catapulta,Osteria Ai Pioppi,"Treviso, Veneto, Italy",SBNO,,,,,,,,
2733,Montaña Rusa,La Feria Chapultepec Magico,"Mexico City, Mexico",Operating,,52.8,110.0,80.0,4000.0,,,National Amusement Device Company
2734,Goliath,Six Flags New England,"Agawam, Massachusetts, United States",Operating,3.0,65.6,191.6,177.0,1204.0,4.5,,Vekoma
2735,Gold Mine,Oasi del Bimbo,"Naples, Campania, Italy",SBNO,,,,,,,,
2736,Cat-O-Pillar Coaster,Paultons Park,"Romsey, Hampshire, England, United Kingdom",Operating,,19.9,19.7,,652.9,,,Zierer
2737,Dragon Flyer,Camelot Theme Park,"Chorley, Lancashire, England, United Kingdom",Defunct,,,,,,,,S.C. Italy
2738,Dragon,Attrapark,"Moscow, Moscow, Russia",Defunct,1.0,,,,,,,
2739,Drakenbaan,Speelpark Oud Valkeveen,"Naarden, North Holland, Netherlands",Operating,,,,,,,Single Helix (center),Zamperla
2740,Suspended Coaster,Benxiong,"Harbin, Heilongjiang, China",Operating,,,,,,,,Golden Horse
2741,unknown,Yun Hsien Resort,"Wulai, New Taipei City, Taiwan",Defunct,,,,,,,,
2742,Swiss Toboggan,Little Amerricka,"Marshall, Wisconsin, United States",Operating,,,45.0,,450.0,,,Chance Rides
2743,Coleoz'Arbres,Bagatelle,"Merlimont, Hauts-de-France, France",Defunct,,31.1,44.3,,1765.1,,,Schwarzkopf
2744,Yolo Works,FunWorks,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Operating,,17.9,13.4,,183.8,,Oval,I.E. Park
2745,El Bandido,Western Playland,"Sunland Park, New Mexico, United States",Operating,,,,,,,Zyklon / Galaxi,Pinfari
2746,Rock 'n' Roller Coaster,Disneyland Paris - Walt Disney Studios Park,"Marne la Vallée, Île-de-France, France",SBNO,3.0,57.0,80.0,,3403.0,5.0,,Vekoma
2747,Cat-O-Pillar Coaster,Paultons Park,"Romsey, Hampshire, England, United Kingdom",Operating,,19.9,19.7,,652.9,,,Zierer
2748,Kiddy Hawk,Carowinds,"Charlotte, North Carolina, United States",Operating,,26.0,48.6,,1122.1,2.2,,Vekoma
2749,Z-Force,Six Flags Great America,"Gurnee, Illinois, United States",Defunct,,35.0,86.0,,1900.0,,,Intamin Amusement Rides
2750,Caterpillar,Chudo Park,"Elektrostal, Moscow, Russia",Operating,,,,,,,Big Apple / Wacky Worm,Vostok
2751,Butterfly,Fantasiland,"Rome, Lazio, Italy",Defunct,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
2752,Manta,SeaWorld San Diego,"San Diego, California, United States",Operating,,43.0,30.0,54.0,2800.0,4.0,,Mack Rides GmbH & Co KG
2753,Wild Mouse,Playland,"Vancouver, British Columbia, Canada",Defunct,,,,,500.0,,Wild Mouse,Princeton Machine
2754,Mega Zeph,Six Flags New Orleans,"New Orleans, Louisiana, United States",SBNO,,57.0,110.0,,4000.0,,,"Custom Coasters International, Inc."
2755,Crazy Mouse,Shenyang Botanical Garden,"Dongling, Shenyang, Liaoning, China",Operating,,,,,,,Jungle Mouse,Chang Long
2756,Half Pipe,Chimelong Paradise,"Panyu, Guangzhou, Guangdong, China",Operating,,43.5,98.4,,229.6,4.5,U Shuttle,Intamin Amusement Rides
2757,Medusa Steel Coaster,Six Flags Mexico,"Mexico City, Mexico",Operating,3.0,58.0,98.0,,3000.0,,,Rocky Mountain Construction
2758,Figure Eight,Seabreeze,"Rochester, New York, United States",Defunct,,,,,,,Figure Eight,
2759,Haunted Roller Coaster,Laugh Out Loud Stations,"Greenbelt, Maryland, United States",Defunct,,,,,,,Single Helix (center),E&F Miler Industries
2760,Z-Force,Six Flags Great America,"Gurnee, Illinois, United States",Defunct,,35.0,86.0,,1900.0,,,Intamin Amusement Rides
2761,Caterpillar,Chudo Park,"Elektrostal, Moscow, Russia",Operating,,,,,,,Big Apple / Wacky Worm,Vostok
2762,Wild Mouse,Batu Night Spectacular,"Batu, East Java, Indonesia",Defunct,,,,,,,Wild Mouse,Hopkins & Pearce
2763,Rolling Mountain,Gunma Cycle Sports Center,"Minakami, Tone, Gunma, Japan",Defunct,,,,,,,,R&R
2764,Smurf Village Express,Motiongate,"Dubai, Dubai, United Arab Emirates",Operating,,,,,,,,Gerstlauer Amusement Rides GmbH
2765,Wilde Maus,Taunus Wunderland,"Schlangenbad, Hesse, Germany",Operating,,28.0,45.9,,1213.9,,Wild Mouse,Mack Rides GmbH & Co KG
2766,Death Train,Marah Land," Muscat City, Muscat, Oman",SBNO,1.0,,,,,,,Schwarzkopf
2767,Dragon,Via/Crazy Park,"Sultanbeyli, Istanbul, Turkey",Defunct,,,,,,,,DAL Amusement Rides Company
2768,Wilde Tijger Achtbaan,Mondo Verde,"Landgraaf, Limburg, Netherlands",Operating,,19.9,19.7,,652.9,,,Zierer
2769,Spinning Coaster,Quancheng Euro Park,"Qihe, Dezhou, Shandong, China",Operating,,,,,,,Wild Mouse,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
2770,Jule Expressen,Tivoli Gardens,"Copenhagen, Sjælland, Denmark",Defunct,,,,,229.7,,,Technical Park
2771,Butterfly,Mega Speelstad,"Wechelderzande, Antwerp, Flemish Region, Belgium",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
2772,Teststrecke,Wiener Prater,"Vienna, Vienna, Austria",Defunct,2.0,52.0,93.0,,2200.0,,,Schwarzkopf
2773,Velocity,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Operating,,54.0,57.0,,2109.6,,,Vekoma
2774,Traumatizer,Southport Pleasureland,"Southport, Merseyside, England, United Kingdom",Defunct,5.0,49.7,109.3,,2260.5,,,Vekoma
2775,Flying Rabbit Block,Shenyang Botanical Garden,"Dongling, Shenyang, Liaoning, China",Operating,,,,,,,Jungle Mouse,Guohui Machinery
2776,Space Invader 2,Blackpool Pleasure Beach,"Blackpool, Lancashire, England, United Kingdom",Defunct,,,,,,,,Zierer
2777,Wicked Cyclone,Six Flags New England,"Agawam, Massachusetts, United States",Operating,3.0,55.0,109.0,,3320.0,,,Rocky Mountain Construction
2778,Saw - The Ride,Thorpe Park,"Chertsey, Surrey, England, United Kingdom",Operating,3.0,,100.0,,2362.0,,,Gerstlauer Amusement Rides GmbH
2779,Crazy Mouse,Shunyi Park,"Shunyi, Beijing, China",Defunct,,,,,,,Mite Mouse,Beijing Shibaolai Amusement Equipment
2780,Fruit Worm Coaster,Crab Island Children's Theme Park,"Chaoyang, Beijing, China",Operating,,,,,,,Oval,Sun Shiyoule
2781,Grünbergflitzer,Grünbergflitzer Gmunden,"Gmunden, Upper Austria, Austria",Operating,,,,,4593.2,,,Brandauer
2782,Hyper Kid Coaster,Fantasy Dome,"Hachinohe, Aomori, Japan",SBNO,,,,,,,Wild Mouse,Togo
2783,Ice Mountain,Fantasy Island,"Ingoldmells, Lincolnshire, England, United Kingdom",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
2784,Anaconda,Walygator Parc,"Maizières-les-Metz, Grand Est, France",Operating,,,118.1,,3937.0,,,
2785,Mini Montanha Russa,Play Master,"Londrina, Paraná, Brazil",Operating,,,,,,,,Zamperla
2786,Stress Express,Fantawild Dreamland,"Shifeng, Zhuzhou, Hunan, China",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
2787,Keverbaan,Bellewaerde,"Ypres, West Flanders, Flemish Region, Belgium",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
2788,Quimera,La Feria Chapultepec Magico,"Mexico City, Mexico",SBNO,3.0,53.0,111.0,,3444.0,4.7,,Schwarzkopf
2789,Montañita Rusa,Mundo Aventura,"Bogotá, Cundinamarca, Colombia",Operating,,,,,,,Big Apple / Wacky Worm,Interpark
2790,Zyklon,Saginaw County Fairgrounds,"Chesaning, Michigan, United States",Defunct,,,,,,,Zyklon / Galaxi,Pinfari
2791,Roller Coaster,Three Gorges Happy World,"Wanzhou, Chongqing, China",Operating,,27.7,,,,,,Qin Long
2792,Mumbo Jumbo,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Operating,2.0,,98.4,,,4.0,,S&S Sansei Technologies
2793,Pegasus,Kashiikaen Yuenchi,"Higashi, Fukuoka, Fukuoka, Japan",Operating,,,,,,,,Meisho Amusement Machines
2794,Maceraperest,İsfanbul,"Istanbul, Istanbul, Turkey",Operating,,,,,,,,Intamin Amusement Rides
2795,Bat,Kings Island,"Mason, Ohio, United States",Defunct,,34.0,100.0,,2456.0,,,Arrow Dynamics
2796,Storm Coaster,Sea World,"Surfers Paradise, Queensland, Australia",Operating,,,,,,,,Mack Rides GmbH & Co KG
2797,Dragon,Circle of Fun,"Quezon City, Metro Manila, Philippines",Operating,,,,,,,Twin Helix,
2798,Cop Car Chase,Movie Park Germany,"Bottrop, North Rhine-Westphalia, Germany",Defunct,2.0,,,,2000.0,,,Intamin Amusement Rides
2799,Star Trek: Operation Enterprise,Movie Park Germany,"Bottrop, North Rhine-Westphalia, Germany",Operating,3.0,55.9,,,2362.2,,,Mack Rides GmbH & Co KG
2800,Mirage Rosso,Zoosafari Fasanolandia,"Fasano, Apulia, Italy",Operating,,29.1,55.4,,1181.1,4.5,,Fabbri
2801,Space Shuttle,Enchanted Kingdom,"Santa Rosa, Laguna, Philippines",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
2802,Revolution,Blackpool Pleasure Beach,"Blackpool, Lancashire, England, United Kingdom",Operating,1.0,45.0,56.0,47.0,635.0,4.0,Shuttle Loop,Arrow Dynamics
2803,Canadian Jet Rider,Tama Tech Motopia,"Hino, Tokyo, Japan",Defunct,,,,,,,,
2804,Mine Coaster,Happy Valley,"Nanshan, Shenzhen, Guangdong, China",Operating,,30.1,45.9,,2575.5,2.2,,Vekoma
2805,Shark Trip,Atatürk Parkı,"Antalya, Antalya, Turkey",Operating,,,,,,,Twin Helix,SBF Visa Group
2806,Little Dipper,Little Amerricka,"Marshall, Wisconsin, United States",Operating,,,,,,,Oval,Allan Herschell Company
